CARBOHYDRATES_G,CALCIUM_DV,SODIUM_MG,CALCIUM_MG,ITEM,SUGARS_G,VITAMINK_MCG,IRON_MG,TOTALFAT_G,VITAMINE_MG,VITAMINB6_MG,CARBOHYDRATES_DV,CALORIES,SATURATEDFAT_G,WEIGHT,SATURATEDFAT_DV,DIETARYFIBER_DV,SELENIUM_MCG,IODINE_MCG,VITAMINB12_MCG,CHOLESTEROL_MG,THIAMIN_MG,FOLICACID_MCG,VITAMINC_DV,DIETARYFIBER_G,RATION,PHOSPHOROUS_MG,MAGNESIUM_MG,SODIUM_DV,POTASSIUM_MG,VITAMINA_DV,IRON_DV,NIACIN_MG,TOTALFAT_DV,MENU,RIBOFLAVIN_MG,PROTEIN_G,TRANSFAT_G,CHOLESTEROL_DV,VITAMINC_MG,VITAMINA_IU,ZINC_MG,ITEMTYPE
35.6,2.0%,149.56,15.05,"Group Average - MRE 33>Cookie",0,0,1.36,13.95,.11,.03,12.0%,276.86,4.14,57.67,21.0%,5.0%,1.67,1.11,.03,17.25,.11,11.74,0.0%,1.21,MRE33,37.91,12.95,6.0%,84.85,0.0%,8.0%,1,21.0%,MENU 11,.07,3.22,2.36,6.0%,.04,0,.27,"MRE 33>Cookie"
27.54,22.0%,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,9.0%,174.68,1.23,38.6,6.0%,10.0%,2.33,,.05,0,.37,62.32,2.0%,2.59,MRE33,44.15,10.47,7.000000000000001%,61.52,0.0%,12.0%,2.81,9.0%,MENU 11,.37,3.41,1.73,0.0%,1.04,11.1,.36,Bread/Crax
10.12,2.0%,183.18,19.64,"Peanut Butter>Chunky",0,0,.79,20.91,3.66,1.73,3.0%,266.9,4.46,42.5,22.0%,14.000000000000002%,1.74,,.05,0,.64,27.8,67.0%,3.5,MRE33,158.1,73.95,8.0%,279.23,48.0%,4.0%,6.46,32.0%,MENU 11,.07,9.84,.02,0.0%,40.42,2380,1.33,Spread
49.9,0.0%,103.95,3.84,"Licorice Bite Size>Cherry",0,,.23,1.7,.32,.01,17.0%,222.39,.77,63,4.0%,3.0%,12.29,,.19,0,.03,3.78,1.0%,.78,MRE33,19.34,5.71,4.0%,35.85,0.0%,1.0%,.24,3.0%,MENU 11,.02,1.95,0,0.0%,.63,0,.17,"MRE 33>Candy I"
30.56,4.0%,104,44.4,"Toffee>Chocolate Flavored>Cube",0,4.36,2.16,3.08,.06,.01,10.0%,157.2,1.81,40,9.0%,7.000000000000001%,1.88,,.16,2.7,.02,2.4,1.0%,1.86,MRE33,56.4,20.72,4.0%,107.2,1.0%,12.0%,.12,5.0%,MENU 11,.07,2,.06,1.0%,.4,51.6,.48,"MRE 33>Candy I"
23.16,1.0%,16.58,12.68,"Toffee>Chocolate Flavored>Roll",0,,.38,2.63,.36,.01,8.0%,116.76,.55,28,3.0%,2.0%,.84,,.03,0,.01,1.68,0.0%,.45,MRE33,19.57,6.22,1.0%,38.92,0.0%,2.0%,.04,4.0%,MENU 11,.03,.32,.76,0.0%,.28,0,.09,"MRE 33>Candy I"
34.54,2.0%,74.84,20.31,"Group Average - MRE 33>Candy I",0,4.36,.92,2.47,.25,.01,12.0%,165.45,1.04,43.67,5.0%,4.0%,5,0,.13,.9,.02,2.62,1.0%,1.03,MRE33,31.77,10.88,3.0%,60.66,0.0%,5.0%,.13,4.0%,MENU 11,.04,1.42,.27,0.0%,.44,17.2,.25,"MRE 33>Candy I"
.04,0.0%,22.6,.6,"Hot Sauce>Extra Hot 4x",0,,.06,.02,0,.01,0.0%,0,,4,,,,,0,0,0,0,0.0%,,MRE33,.68,.4,1.0%,4.12, ,0.0%,.01,0.0%,MENU 11,0,.03,,0.0%,0,,0,Condiment
23.38,2.0%,3.16,19.07,"Coffee>Cappuccino>French Vanilla",0,,.06,2.88,.14,.01,8.0%,122.92,.71,28,4.0%,3.0%,.84,,.09,0,.01,1.79,0.0%,.85,MRE33,10.39,3.02,0.0%,82.04,0.0%,0.0%,.31,4.0%,MENU 11,.21,.95,1.29,0.0%,.28,0,.03,Beverage
35.58,1.0%,15.23,6.37,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced",0,4.59,.16,.13,.58,.06,12.0%,143.36,.01,128,0.0%,6.0%,3.84,0,.15,0,.04,7.68,407.0%,1.56,MRE33,10.14,4.01,1.0%,84.61,0.0%,1.0%,.08,0.0%,MENU 11,.03,.26,.01,0.0%,244.48,0,.07,"MRE 33>Wet Pack Fruit"
28.29,1.0%,6.4,5.52,"Fruits>Wet Pack>Applesauce>Mango Peach",0,.72,.16,.13,.67,.11,9.0%,115.33,.02,128,0.0%,6.0%,3.84,0,.15,0,.03,10.88,407.0%,1.54,MRE33,6.98,5.36,0.0%,110.59,12.0%,1.0%,.24,0.0%,MENU 11,.05,.38,.01,0.0%,244.48,591,.07,"MRE 33>Wet Pack Fruit"
26.62,0.0%,6.4,3.99,"Fruits>Wet Pack>Applesauce>Raspberry",0,3.7,.35,.13,.35,.02,9.0%,109.95,.01,128,0.0%,5.0%,3.84,.06,.15,.45,.01,7.68,409.99999999999994%,1.28,MRE33,7.44,3.57,0.0%,81.92,0.0%,2.0%,.1,0.0%,MENU 11,.03,.77,.01,0.0%,245.76,0,.17,"MRE 33>Wet Pack Fruit"
21.59,0.0%,58.07,.05,"Fruits>Wet Pack>Mixed Fruit",0,,.21,0,0,0,7.000000000000001%,86.16,0,128,0.0%,8.0%,.04,,0,0,0,0,160.0%,1.93,MRE33,14.27,0,2.0%,104.1,,1.0%,.2,0.0%,MENU 11,0,0,0,0.0%,96.07,,0,"MRE 33>Wet Pack Fruit"
26.11,0.0%,11.75,4.68,"Fruits>Wet Pack>Pears",0,.09,.55,.13,.58,.01,9.0%,107.78,.01,128,0.0%,8.0%,3.84,,.15,0,.01,7.68,131.0%,1.88,MRE33,8.23,4.67,0.0%,70.02,0.0%,3.0%,.04,0.0%,MENU 11,.03,.77,.01,0.0%,78.46,0,.1,"MRE 33>Wet Pack Fruit"
28.25,0.0%,13.43,4.12,"Group Average - MRE 33>Wet Pack Fruit",0,1.5,.24,.1,.54,.05,9.0%,115.59,.01,128,0.0%,7.000000000000001%,3.84,.03,.15,.09,.02,8.48,314.0%,1.64,MRE33,8.2,3.52,1.0%,86.78,3.0%,1.0%,.09,0.0%,MENU 11,.03,.44,.01,0.0%,188.4,147.75,.08,"MRE 33>Wet Pack Fruit"
2.75,1.0%,23.55,9.57,"Beverage Base>Sugar Free",0,0,.02,.02,.02,0,1.0%,11.3,0,3.2,0.0%,0.0%,.1,0,0,0,0,.19,0.0%,.03,MRE33,4.7,.15,1.0%,64,0.0%,0.0%,0,0.0%,MENU 11,0,.07,0,0.0%,.04,0,.01,"MRE 33>Accessory Packet B"
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 11,,,,,,,,"MRE 33>Accessory Packet B"
2.37,1.0%,23.55,9.57,"Group Average - MRE 33>Accessory Packet B",0,0,.02,.02,.02,0,1.0%,11.3,0,3.2,0.0%,0.0%,.1,0,0,0,0,.19,0.0%,.03,MRE33,4.7,.15,1.0%,64,0.0%,0.0%,0,0.0%,MENU 11,0,.07,0,0.0%,.04,0,.01,"MRE 33>Accessory Packet B"
200.96,0,1399.25,424.42,,0,8.39,8.11,50.93,7,2.31,0,1369.78,12.91,572.64,0,0,40.57,1.14,.77,23.33,1.3,162.46,0,16.99,MRE33,467.74,170.2,0,1260.43,0,0,12.98,0,MENU 11,1,29.82,5.77,0,232.93,3115.22,3.72,Total
35.72,10.0%,643.77,101.72,Penne with Vegetable Sausage Crumbles in Spicy Tomato Sauce with Whole Grain Penne,0,4.98,3.29,2.86,.82,.28,12.0%,203.61,.39,227,2.0%,22.0%,.81,0,.34,.03,.25,12.14,46.0%,5.57,MRE33,78.8,23.39,27.0%,486.85,22.0%,18.0%,2.01,4.0%,MENU 12,.12,11.8,0,0.0%,27.9,1117.96,.56,Entree
35.75,2.0%,202.43,16.79,"Group Average - MRE 33>Toaster Pastry",0,0,2.09,6.12,1.18,.39,12.0%,206.31,1.89,51.5,9.0%,4.0%,2.83,0,.08,0,.16,29.78,1.0%,.92,MRE33,55.78,9.46,8.0%,79.71,12.0%,12.0%,2.65,9.0%,MENU 12,.29,2.6,.35,0.0%,.52,594.65,.29,"MRE 33>Toaster Pastry"
56.25,44.0%,567.75,435,"Dessert Powder>Pudding>Chocolate",0,,4.59,5.11,.17,.08,19.0%,300.75,1.17,75,6.0%,12.0%,7.88,,1.06,2.33,.05,13.73,2.0%,2.99,MRE33,718.5,50.4,24.0%,907.5,6.0%,26.0%,.35,8.0%,MENU 12,.28,7.5,1.22,1.0%,1.43,317.3,1.79,"MRE 33>Pudding"
58.73,47.0%,524.25,472.5,"Dessert Powder>Pudding>Vanilla",0,0,.47,4.58,.17,.08,20.0%,300,.74,75,4.0%,3.0%,6.45,,.83,2.33,.05,6.53,2.0%,.75,MRE33,693,20.4,22.0%,712.5,5.0%,3.0%,.19,7.000000000000001%,MENU 12,.31,6.08,1.29,1.0%,1.35,262.5,1.34,"MRE 33>Pudding"
57.49,45.0%,546,453.75,"Group Average - MRE 33>Pudding",0,0,2.53,4.84,.17,.08,19.0%,300.38,.95,75,5.0%,7.000000000000001%,7.16,0,.95,0,.05,10.13,2.0%,1.87,MRE33,705.75,35.4,23.0%,810,6.0%,14.000000000000002%,.27,7.000000000000001%,MENU 12,.29,6.79,1.26,0.0%,1.39,289.9,1.56,"MRE 33>Pudding"
32.43,17.0%,369.36,172.71,"Snack Bread>Wheat",0,,1.98,6.21,.26,.05,11.0%,201.78,1.53,57,8.0%,7.000000000000001%,19.67,,.07,0,.25,58.14,1.0%,1.82,MRE33,148.2,18.87,15.0%,80.94,0.0%,11.0%,2.6,10.0%,MENU 12,.2,4.73,1.57,0.0%,.57,0,.43,"MRE 33>Snack Breads"
32.21,19.0%,363.09,193.8,"Snack Bread>White Whole Wheat",0,0,.8,5.77,.56,.04,11.0%,197.22,1.63,57,8.0%,5.0%,0,,0,0,.16,15.16,0.0%,1.14,MRE33,1.8,.93,15.0%,12.78,0.0%,4.0%,1.24,9.0%,MENU 12,.07,3.72,1.44,0.0%,0,0,.08,"MRE 33>Snack Breads"
32.32,18.0%,366.23,183.26,"Group Average - MRE 33>Snack Breads",0,0,1.39,5.99,.41,.05,11.0%,199.5,1.58,57,8.0%,6.0%,9.83,0,.03,0,.2,36.65,0.0%,1.48,MRE33,75,9.9,15.0%,46.86,0.0%,8.0%,1.92,9.0%,MENU 12,.14,4.23,1.5,0.0%,.29,0,.26,"MRE 33>Snack Breads"
10.8,2.0%,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,4.0%,266.05,4.42,42.5,22.0%,10.0%,2,.51,.05,0,.71,28.56,74.0%,2.5,MRE33,158.1,73.1,9.0%,282.2,55.00000000000001%,4.0%,5.48,31.0%,MENU 12,.08,9.59,.02,0.0%,44.63,2749.8,1.35,Spread
.04,0.0%,22.6,.6,"Hot Sauce>Extra Hot 4x",0,,.06,.02,0,.01,0.0%,0,,4,,,,,0,0,0,0,0.0%,,MRE33,.68,.4,1.0%,4.12, ,0.0%,.01,0.0%,MENU 12,0,.03,,0.0%,0,,0,Condiment
23.54,0.0%,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,8.0%,94.08,0,24,0.0%,1.0%,.72,,.03,0,0,1.44,0.0%,.24,MRE33,48.24,.24,6.0%,60.96,0.0%,0.0%,.01,0.0%,MENU 12,0,.02,0,0.0%,.24,0,.01,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 12,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0.0%,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0.0%,5.8,0,1.7,0.0%,2.0%,.05,,0,0,0,.12,0.0%,.38,MRE33,5.46,6.46,0.0%,57.46,0.0%,0.0%,.69,0.0%,MENU 12,.01,.36,0,0.0%,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0.0%,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,1.0%,21,0,4,0.0%,0.0%,,,0,0,0,0,0.0%,0,MRE33,18,0,0.0%,41,0.0%,0.0%,0,2.0%,MENU 12,0,.1,.5,0.0%,0,0,0,"MRE 33>Accessory Packet A"
4,0.0%,0,0,Sugar,0,,0,0,0,0,1.0%,15,,4,,,,,,0,0,0,0.0%,,MRE33,0,0,0.0%,0,,0.0%,0,0.0%,MENU 12,0,0,,0.0%,0,,0,"MRE 33>Accessory Packet A"
2.27,0.0%,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,1.0%,13.6,0,3.23,0.0%,1.0%,.05,0,0,0,0,.06,0.0%,.19,MRE33,2.73,3.23,0.0%,28.73,0.0%,0.0%,.35,1.0%,MENU 12,0,.12,.25,0.0%,.01,0,0,"MRE 33>Accessory Packet A"
197.93,0,2147.06,782.51,,0,4.98,10.21,40.75,6.64,2.63,0,1283.53,9.23,484.23,0,0,23.4,.51,1.48,.03,1.37,118.76,0,12.77,MRE33,1125.08,155.12,0,1799.43,0,0,12.7,0,MENU 12,.92,35.18,3.38,0,74.98,4752.31,4.03,Total
40.71,15.0%,662.08,150.65,Cheese Tortellini in Tomato Sauce,0,2.4,2.65,6.58,1.72,.2,14.000000000000002%,261.81,2.27,227,11.0%,19.0%,31.48,3.48,.34,31.59,.17,87.85,4.0%,4.71,MRE33,176.3,44.11,28.000000000000004%,462.32,8.0%,15.0%,3.85,10.0%,MENU 13,.4,10.9,.24,11.0%,2.65,407.87,1.47,Entree
47.45,3.0%,70.2,27.56,"First Strike Bar>Regular>Apple-Cinnamon",0,,.66,8.97,15.72,.92,16.0%,278.85,1.93,65,10.0%,9.0%,1.95,,.02,10,.38,246.35,51.0%,2.15,MRE33,,21,3.0%,117.65,1.0%,4.0%,5.14,14.000000000000002%,MENU 13,.57,3.58,1.92,3.0%,30.88,39.8,2.84,"MRE 33>First Strike Bar"
45.05,4.0%,33.61,39.72,"First Strike Bar>Regular>Chocolate",0,,3.16,9.43,15.93,.57,15.0%,278.2,3.08,65,15.0%,9.0%,1.95,,1.89,5,.49,252.2,41.0%,2.34,MRE33,,40.04,1.0%,206.7,1.0%,18.0%,5.54,15.0%,MENU 13,.6,3.77,1.88,2.0%,24.44,40.8,3.39,"MRE 33>First Strike Bar"
46.25,3.0%,51.9,33.64,"Group Average - MRE 33>First Strike Bar",0,0,1.91,9.2,15.82,.75,15.0%,278.53,2.51,65,13.0%,9.0%,1.95,0,.95,7.5,.44,249.28,46.0%,2.24,MRE33,0,30.52,2.0%,162.18,1.0%,11.0%,5.34,14.000000000000002%,MENU 13,.59,3.67,1.9,3.0%,27.66,40.3,3.12,"MRE 33>First Strike Bar"
27.54,22.0%,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,9.0%,174.68,1.23,38.6,6.0%,10.0%,2.33,,.05,0,.37,62.32,2.0%,2.59,MRE33,44.15,10.47,7.000000000000001%,61.52,0.0%,12.0%,2.81,9.0%,MENU 13,.37,3.41,1.73,0.0%,1.04,11.1,.36,Bread/Crax
10.8,2.0%,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,4.0%,266.05,4.42,42.5,22.0%,10.0%,2,.51,.05,0,.71,28.56,74.0%,2.5,MRE33,158.1,73.1,9.0%,282.2,55.00000000000001%,4.0%,5.48,31.0%,MENU 13,.08,9.59,.02,0.0%,44.63,2749.8,1.35,Spread
31.4,5.0%,29.15,49.8,"Pan Coated Chocolate Disks>Peanut",0,1.53,.7,13,1.06,.11,10.0%,257.5,5.2,50,26.0%,8.0%,2.5,,.17,4.72,.04,13.9,1.0%,1.97,MRE33,96,39,1.0%,157,0.0%,4.0%,1.82,20.0%,MENU 13,.16,4.5,.24,2.0%,.5,0,.69,"MRE 33>Candy II"
35.06,6.0%,30.56,60.35,"Pan Coated Chocolate Disks>Plain",0,,.91,9.1,.24,.02,12.0%,231.36,5.51,47.9,28.000000000000004%,5.0%,1.63,,.21,5,.03,3.21,1.0%,1.3,MRE33,77.12,27.73,1.0%,145.14,0.0%,5.0%,.15,14.000000000000002%,MENU 13,.16,2.44,.07,2.0%,.48,20.9,.54,"MRE 33>Candy II"
25.93,2.0%,63.64,21.84,"Pan Coated Disks>Peanut Butter",0,2.6,.36,11.27,.2,.1,9.0%,216.29,8.39,43,42.0%,5.0%,1.68,,.06,0,.03,15.05,1.0%,1.33,MRE33,89.01,38.31,3.0%,159.96,0.0%,2.0%,3.09,17.0%,MENU 13,.02,5.38,.09,0.0%,.43,0,.61,"MRE 33>Candy II"
30.8,4.0%,41.12,44,"Group Average - MRE 33>Candy II",0,0,.65,11.12,.5,.08,10.0%,235.05,6.36,46.97,32.0%,6.0%,1.94,0,.15,3.33,.03,10.72,1.0%,1.53,MRE33,87.38,35.02,2.0%,154.03,0.0%,4.0%,1.69,17.0%,MENU 13,.11,4.1,.13,1.0%,.47,6.97,.61,"MRE 33>Candy II"
0,0.0%,0,0,"Seasoning Blend>Salt Free with Herbs and Citrus",0,0,0,0,0,0,0.0%,0,,.6,,,0,0,0,0,0,0,0.0%,,MRE33,0,0,0.0%,10, ,0.0%,0,0.0%,MENU 13,0,0,,0.0%,0,,0,Condiment
23.54,0.0%,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,8.0%,94.08,0,24,0.0%,1.0%,.72,,.03,0,0,1.44,0.0%,.24,MRE33,48.24,.24,6.0%,60.96,0.0%,0.0%,.01,0.0%,MENU 13,0,.02,0,0.0%,.24,0,.01,Beverage
35.58,1.0%,15.23,6.37,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced",0,4.59,.16,.13,.58,.06,12.0%,143.36,.01,128,0.0%,6.0%,3.84,0,.15,0,.04,7.68,407.0%,1.56,MRE33,10.14,4.01,1.0%,84.61,0.0%,1.0%,.08,0.0%,MENU 13,.03,.26,.01,0.0%,244.48,0,.07,"MRE 33>Wet Pack Fruit"
28.29,1.0%,6.4,5.52,"Fruits>Wet Pack>Applesauce>Mango Peach",0,.72,.16,.13,.67,.11,9.0%,115.33,.02,128,0.0%,6.0%,3.84,0,.15,0,.03,10.88,407.0%,1.54,MRE33,6.98,5.36,0.0%,110.59,12.0%,1.0%,.24,0.0%,MENU 13,.05,.38,.01,0.0%,244.48,591,.07,"MRE 33>Wet Pack Fruit"
26.62,0.0%,6.4,3.99,"Fruits>Wet Pack>Applesauce>Raspberry",0,3.7,.35,.13,.35,.02,9.0%,109.95,.01,128,0.0%,5.0%,3.84,.06,.15,.45,.01,7.68,409.99999999999994%,1.28,MRE33,7.44,3.57,0.0%,81.92,0.0%,2.0%,.1,0.0%,MENU 13,.03,.77,.01,0.0%,245.76,0,.17,"MRE 33>Wet Pack Fruit"
21.59,0.0%,58.07,.05,"Fruits>Wet Pack>Mixed Fruit",0,,.21,0,0,0,7.000000000000001%,86.16,0,128,0.0%,8.0%,.04,,0,0,0,0,160.0%,1.93,MRE33,14.27,0,2.0%,104.1,,1.0%,.2,0.0%,MENU 13,0,0,0,0.0%,96.07,,0,"MRE 33>Wet Pack Fruit"
26.11,0.0%,11.75,4.68,"Fruits>Wet Pack>Pears",0,.09,.55,.13,.58,.01,9.0%,107.78,.01,128,0.0%,8.0%,3.84,,.15,0,.01,7.68,131.0%,1.88,MRE33,8.23,4.67,0.0%,70.02,0.0%,3.0%,.04,0.0%,MENU 13,.03,.77,.01,0.0%,78.46,0,.1,"MRE 33>Wet Pack Fruit"
28.25,0.0%,13.43,4.12,"Group Average - MRE 33>Wet Pack Fruit",0,1.5,.24,.1,.54,.05,9.0%,115.59,.01,128,0.0%,7.000000000000001%,3.84,.03,.15,.09,.02,8.48,314.0%,1.64,MRE33,8.2,3.52,1.0%,86.78,3.0%,1.0%,.09,0.0%,MENU 13,.03,.44,.01,0.0%,188.4,147.75,.08,"MRE 33>Wet Pack Fruit"
2.75,1.0%,23.55,9.57,"Beverage Base>Sugar Free",0,0,.02,.02,.02,0,1.0%,11.3,0,3.2,0.0%,0.0%,.1,0,0,0,0,.19,0.0%,.03,MRE33,4.7,.15,1.0%,64,0.0%,0.0%,0,0.0%,MENU 13,0,.07,0,0.0%,.04,0,.01,"MRE 33>Accessory Packet B"
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 13,,,,,,,,"MRE 33>Accessory Packet B"
2.37,1.0%,23.55,9.57,"Group Average - MRE 33>Accessory Packet B",0,0,.02,.02,.02,0,1.0%,11.3,0,3.2,0.0%,0.0%,.1,0,0,0,0,.19,0.0%,.03,MRE33,4.7,.15,1.0%,64,0.0%,0.0%,0,0.0%,MENU 13,0,.07,0,0.0%,.04,0,.01,"MRE 33>Accessory Packet B"
210.26,0,1323.98,490.17,,0,3.9,8.42,53.18,23.19,3.26,0,1437.09,16.8,575.87,0,0,44.36,4.02,1.72,42.51,1.74,448.84,0,15.48,MRE33,527.07,197.13,0,1343.99,0,0,19.27,0,MENU 13,1.58,32.2,4.03,0,265.13,3363.79,7.01,Total
28.68,8.0%,774.07,81.95,Ratatouille,0,0,1.97,5.45,1.66,.22,10.0%,194.16,.74,227,4.0%,26.0%,20.96,0,.66,0,.1,45.7,4.0%,6.55,MRE33,145.51,49.86,32.0%,430.54,13.0%,11.0%,2.73,8.0%,MENU 14,.23,8.74,.05,0.0%,2.27,639.37,.99,Entree
37.05,4.0%,206.13,36.59,"Group Average - MRE 33>Pound Cake",0,1.4,1.53,14.21,.95,.02,12.0%,287.17,3.33,70.83,17.0%,6.0%,4.65,6.45,.12,40.67,.14,27.21,1.0%,1.46,MRE33,61.22,8.29,9.0%,104.59,17.0%,9.0%,1.36,22.0%,MENU 14,.17,3.43,2.35,14.000000000000002%,.55,834.1,.29,"MRE 33>Pound Cake"
27.54,22.0%,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,9.0%,174.68,1.23,38.6,6.0%,10.0%,2.33,,.05,0,.37,62.32,2.0%,2.59,MRE33,44.15,10.47,7.000000000000001%,61.52,0.0%,12.0%,2.81,9.0%,MENU 14,.37,3.41,1.73,0.0%,1.04,11.1,.36,Bread/Crax
10.8,2.0%,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,4.0%,266.05,4.42,42.5,22.0%,10.0%,2,.51,.05,0,.71,28.56,74.0%,2.5,MRE33,158.1,73.1,9.0%,282.2,55.00000000000001%,4.0%,5.48,31.0%,MENU 14,.08,9.59,.02,0.0%,44.63,2749.8,1.35,Spread
0,0.0%,0,0,"Seasoning Blend>Salt Free with Herbs and Citrus",0,0,0,0,0,0,0.0%,0,,.6,,,0,0,0,0,0,0,0.0%,,MRE33,0,0,0.0%,10, ,0.0%,0,0.0%,MENU 14,0,0,,0.0%,0,,0,Condiment
47.65,82.0%,79.1,819,"Group Average - MRE 33>TFF Dairyshake",0,0,20.3,6.47,5.52,0,16.0%,291.9,5.51,70,28.000000000000004%,8.0%,0,0,0,7.7,0,0,4.0%,1.89,MRE33,346.5,43.4,3.0%,0,0.0%,112.99999999999999%,0,10.0%,MENU 14,0,10.71,.01,3.0%,2.42,0,1.05,"MRE 33>TFF Dairyshake"
46.98,1.0%,21,7.9,"Dried Fruit>Cranberries",0,3.8,.15,.45,.78,.01,16.0%,191.52,.03,56,0.0%,10.0%,1.68,,.07,0,.01,3.36,1.0%,2.55,MRE33,4.08,3.16,1.0%,31.42,0.0%,1.0%,.07,1.0%,MENU 14,.01,.34,0,0.0%,.56,0,.06,"MRE 33>Dried Fruit"
34.31,2.0%,9.85,17.24,"Dried Fruit>Raisins",0,.68,.52,.39,.16,.04,11.0%,144.91,.19,43,1.0%,6.0%,1.29,,.05,0,.03,2.58,1.0%,1.57,MRE33,27.91,9.33,0.0%,252.41,0.0%,3.0%,.22,1.0%,MENU 14,.01,1.33,0,0.0%,.43,0,.26,"MRE 33>Dried Fruit"
40.65,1.0%,15.42,12.57,"Group Average - MRE 33>Dried Fruit",0,2.24,.33,.42,.47,.02,14.000000000000002%,168.22,.11,49.5,1.0%,8.0%,1.49,0,.06,0,.02,2.97,1.0%,2.06,MRE33,15.99,6.25,1.0%,141.91,0.0%,2.0%,.15,1.0%,MENU 14,.01,.83,0,0.0%,.5,0,.16,"MRE 33>Dried Fruit"
2,,,,"Chewing Gum>Xylitol",0,,,,,,1.0%,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 14,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0.0%,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0.0%,5.8,0,1.7,0.0%,2.0%,.05,,0,0,0,.12,0.0%,.38,MRE33,5.46,6.46,0.0%,57.46,0.0%,0.0%,.69,0.0%,MENU 14,.01,.36,0,0.0%,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0.0%,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,1.0%,21,0,4,0.0%,0.0%,,,0,0,0,0,0.0%,0,MRE33,18,0,0.0%,41,0.0%,0.0%,0,2.0%,MENU 14,0,.1,.5,0.0%,0,0,0,"MRE 33>Accessory Packet A"
4,0.0%,0,0,Sugar,0,,0,0,0,0,1.0%,15,,4,,,,,,0,0,0,0.0%,,MRE33,0,0,0.0%,0,,0.0%,0,0.0%,MENU 14,0,0,,0.0%,0,,0,"MRE 33>Accessory Packet A"
2.27,0.0%,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,1.0%,13.6,0,3.23,0.0%,1.0%,.05,0,0,0,0,.06,0.0%,.19,MRE33,2.73,3.23,0.0%,28.73,0.0%,0.0%,.35,1.0%,MENU 14,0,.12,.25,0.0%,.01,0,0,"MRE 33>Accessory Packet A"
194.64,0,1456.66,1195.31,,0,3.64,27.05,53.19,13.07,2.44,0,1395.78,15.34,502.26,0,0,31.48,6.96,.94,48.37,1.34,166.82,0,17.24,MRE33,774.2,194.6,0,1059.49,0,0,12.88,0,MENU 14,.86,36.83,4.41,0,51.42,4234.37,4.2,Total
10.65,4.0%,1096.41,36.55,Mexican Style Chicken Stew,0,8.4,.91,5.29,2.27,.16,4.0%,145.28,1.5,227,7.000000000000001%,6.0%,22.7,3.23,1,44.72,.06,27.24,2.0%,1.59,MRE33,177.06,24.74,46.0%,360.93,10.0%,5.0%,6.31,8.0%,MENU 15,.5,14.05,.05,15.0%,1.01,497.1,.86,Entree
28.12,13.0%,582.2,131.68,Santa Fe Style Rice and Beans,0,.22,.99,6.39,.78,.12,9.0%,188.86,2.77,142,14.000000000000002%,11.0%,7.67,.45,.33,13.63,.03,16.76,10.0%,2.82,MRE33,161.41,25.99,24.0%,275.95,5.0%,5.0%,.84,10.0%,MENU 15,.24,6,.43,5.0%,6.01,260.33,.66,Side
35.14,10.0%,426.36,102,"Group Average - MRE 33>Filled Pretzels",0,0,.42,8.36,.62,.06,12.0%,232.56,4.69,51,23.0%,4.0%,7.85,0,.3,1.25,.04,8.21,1.0%,1.06,MRE33,196.35,17.9,18.0%,207.57,0.0%,2.0%,.66,13.0%,MENU 15,.21,4.79,.05,0.0%,.51,0,.43,"MRE 33>Filled Pretzels"
