CARBOHYDRATES_G,CALCIUM_DV,SODIUM_MG,CALCIUM_MG,ITEM,SUGARS_G,VITAMINK_MCG,IRON_MG,TOTALFAT_G,VITAMINE_MG,VITAMINB6_MG,CARBOHYDRATES_DV,CALORIES,SATURATEDFAT_G,WEIGHT,SATURATEDFAT_DV,DIETARYFIBER_DV,SELENIUM_MCG,IODINE_MCG,VITAMINB12_MCG,CHOLESTEROL_MG,THIAMIN_MG,FOLICACID_MCG,VITAMINC_DV,DIETARYFIBER_G,RATION,PHOSPHOROUS_MG,MAGNESIUM_MG,SODIUM_DV,POTASSIUM_MG,VITAMINA_DV,IRON_DV,NIACIN_MG,TOTALFAT_DV,MENU,RIBOFLAVIN_MG,PROTEIN_G,TRANSFAT_G,CHOLESTEROL_DV,VITAMINC_MG,VITAMINA_IU,ZINC_MG,ITEMTYPE
23.54,0,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,.08,94.08,0,24,0,.01,.72,,.03,0,0,1.44,0,.24,MRE33,48.24,.24,.06,60.96,0,0,.01,0,MENU 6,0,.02,0,0,.24,0,.01,Beverage
35.58,.01,15.23,6.37,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced",0,4.59,.16,.13,.58,.06,.12,143.36,.01,128,0,.06,3.84,0,.15,0,.04,7.68,4.07,1.56,MRE33,10.14,4.01,.01,84.61,0,.01,.08,0,MENU 6,.03,.26,.01,0,244.48,0,.07,"MRE 33>Wet Pack Fruit"
28.29,.01,6.4,5.52,"Fruits>Wet Pack>Applesauce>Mango Peach",0,.72,.16,.13,.67,.11,.09,115.33,.02,128,0,.06,3.84,0,.15,0,.03,10.88,4.07,1.54,MRE33,6.98,5.36,0,110.59,.12,.01,.24,0,MENU 6,.05,.38,.01,0,244.48,591,.07,"MRE 33>Wet Pack Fruit"
26.62,0,6.4,3.99,"Fruits>Wet Pack>Applesauce>Raspberry",0,3.7,.35,.13,.35,.02,.09,109.95,.01,128,0,.05,3.84,.06,.15,.45,.01,7.68,4.1,1.28,MRE33,7.44,3.57,0,81.92,0,.02,.1,0,MENU 6,.03,.77,.01,0,245.76,0,.17,"MRE 33>Wet Pack Fruit"
21.59,0,58.07,.05,"Fruits>Wet Pack>Mixed Fruit",0,,.21,0,0,0,.07,86.16,0,128,0,.08,.04,,0,0,0,0,1.6,1.93,MRE33,14.27,0,.02,104.1,,.01,.2,0,MENU 6,0,0,0,0,96.07,,0,"MRE 33>Wet Pack Fruit"
26.11,0,11.75,4.68,"Fruits>Wet Pack>Pears",0,.09,.55,.13,.58,.01,.09,107.78,.01,128,0,.08,3.84,,.15,0,.01,7.68,1.31,1.88,MRE33,8.23,4.67,0,70.02,0,.03,.04,0,MENU 6,.03,.77,.01,0,78.46,0,.1,"MRE 33>Wet Pack Fruit"
28.25,0,13.43,4.12,"Group Average - MRE 33>Wet Pack Fruit",0,1.5,.24,.1,.54,.05,.09,115.59,.01,128,0,.07,3.84,.03,.15,.09,.02,8.48,3.14,1.64,MRE33,8.2,3.52,.01,86.78,.03,.01,.09,0,MENU 6,.03,.44,.01,0,188.4,147.75,.08,"MRE 33>Wet Pack Fruit"
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 6,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 6,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 6,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet A"
4,0,0,0,Sugar,0,,0,0,0,0,.01,15,,4,,,,,,0,0,0,0,,MRE33,0,0,0,0,,0,0,0,MENU 6,0,0,,0,0,,0,"MRE 33>Accessory Packet A"
2.27,0,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,.01,13.6,0,3.23,0,.01,.05,0,0,0,0,.06,0,.19,MRE33,2.73,3.23,0,28.73,0,0,.35,.01,MENU 6,0,.12,.25,0,.01,0,0,"MRE 33>Accessory Packet A"
168.82,0,2142.84,185.88,,0,37.59,6.06,53.79,13.45,2.2,0,1314.27,15.68,591.08,0,0,21.78,3.04,2.77,53.66,1.07,126.48,0,8.24,MRE33,652.16,131.76,0,1102.13,0,0,13.75,0,MENU 6,.49,39.59,3.14,0,236.46,3681.05,6.16,Total
16.19,.04,1283.31,43.05,Beef Brisket,0,1.28,2.72,1.89,.95,.33,.05,176.38,.72,227,.04,.12,6.81,,2.18,43.98,.05,17.33,.13,3.01,MRE33,369.25,31.4,.53,420.71,.01,.15,6.09,.03,MENU 7,.51,23.69,.05,.15,7.57,62.67,4.73,Entree
18.74,.03,378.19,30.71,"Potatoes>Mashed>Garlic",0,.25,.43,4.54,.98,.13,.06,119,1.74,142,.09,.07,4.26,0,.17,1.85,.03,11.03,.02,1.65,MRE33,63.28,15.12,.16,281.16,0,.02,1.26,.07,MENU 7,.06,1.96,.12,.01,1.42,0,.3,Side
35.6,.02,149.56,15.05,"Group Average - MRE 33>Cookie",0,0,1.36,13.95,.11,.03,.12,276.86,4.14,57.67,.21,.05,1.67,1.11,.03,17.25,.11,11.74,0,1.21,MRE33,37.91,12.95,.06,84.85,0,.08,1,.21,MENU 7,.07,3.22,2.36,.06,.04,0,.27,"MRE 33>Cookie"
33.05,.06,431.52,56.23,Tortillas,0,,2.06,8.06,.52,.02,.11,222.58,2.22,62,.11,.04,9.92,2.5,.11,0,.24,60.7,.01,1.05,MRE33,155,12.15,.18,93.62,0,.11,2.93,.12,MENU 7,.2,4.9,2.16,0,.62,0,.31,Bread/Crax
12.84,.02,147.48,19.04,"Peanut Spread>Chocolate",0,,.94,19.55,3.32,1.08,.04,258.4,4.93,42.5,.25,.15,1.36,,.05,.22,.8,23.97,.11,3.74,MRE33,131.75,65.88,.06,243.1,.41,.05,4.89,.3,MENU 7,.01,8.97,.03,0,6.33,2027.3,1.17,Spread
49.9,0,103.95,3.84,"Licorice Bite Size>Cherry",0,,.23,1.7,.32,.01,.17,222.39,.77,63,.04,.03,12.29,,.19,0,.03,3.78,.01,.78,MRE33,19.34,5.71,.04,35.85,0,.01,.24,.03,MENU 7,.02,1.95,0,0,.63,0,.17,"MRE 33>Candy I"
30.56,.04,104,44.4,"Toffee>Chocolate Flavored>Cube",0,4.36,2.16,3.08,.06,.01,.1,157.2,1.81,40,.09,.07,1.88,,.16,2.7,.02,2.4,.01,1.86,MRE33,56.4,20.72,.04,107.2,.01,.12,.12,.05,MENU 7,.07,2,.06,.01,.4,51.6,.48,"MRE 33>Candy I"
23.16,.01,16.58,12.68,"Toffee>Chocolate Flavored>Roll",0,,.38,2.63,.36,.01,.08,116.76,.55,28,.03,.02,.84,,.03,0,.01,1.68,0,.45,MRE33,19.57,6.22,.01,38.92,0,.02,.04,.04,MENU 7,.03,.32,.76,0,.28,0,.09,"MRE 33>Candy I"
34.54,.02,74.84,20.31,"Group Average - MRE 33>Candy I",0,4.36,.92,2.47,.25,.01,.12,165.45,1.04,43.67,.05,.04,5,0,.13,.9,.02,2.62,.01,1.03,MRE33,31.77,10.88,.03,60.66,0,.05,.13,.04,MENU 7,.04,1.42,.27,0,.44,17.2,.25,"MRE 33>Candy I"
1.56,0,74.8,1.51,Butter Flavor Granules Ind,0,,.01,.13,0,0,.01,7.44,.07,2,0,0,.03,,0,0,0,.12,0,.09,MRE33,1.12,.17,.03,2.34,0,0,0,0,MENU 7,0,.04,.01,0,.02,0,.01,Condiment
33,0,10,0,"Beverage Base>Carbohydrate Fortified>Formulation D",0,,,0,0,0,.11,130,,34,,,,,0,0,0,0,.75,,MRE33,,0,0,, ,,0,0,MENU 7,0,0,,0,45,,0,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 7,,,,,,,,"MRE 33>Accessory Packet C"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 7,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet C"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 7,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet C"
0,,,,Sucralose,0,,,0,,,0,0,,1,,,,,,0,,,,,MRE33,,,,,,,,0,MENU 7,,0,,0,,,,"MRE 33>Accessory Packet C"
1.27,0,6.17,1.71,"Group Average - MRE 33>Accessory Packet C",0,0,.03,.5,.01,0,0,8.6,0,2.48,0,.01,.05,0,0,0,0,.12,0,.19,MRE33,5.46,6.46,0,57.46,0,0,.69,.01,MENU 7,.01,.12,.25,0,.01,0,.01,"MRE 33>Accessory Packet C"
186.79,0,2555.87,187.61,,0,5.89,8.47,51.09,6.14,1.6,0,1364.71,14.86,613.32,0,0,29.1,3.61,2.67,64.2,1.25,127.63,0,11.97,MRE33,795.54,155.01,0,1243.9,0,0,16.99,0,MENU 7,.9,44.32,5.25,0,61.45,2107.17,7.05,Total
21.87,.11,951.89,106.08,Meatballs in Marinara Sauce,0,4.75,3.31,17.78,2.29,.19,.07,302.67,6.14,227,.31,.14,14.83,1.1,1.26,42.05,.1,44.64,.04,3.5,MRE33,202.41,48.12,.4,690.84,.14,.18,3.93,.27,MENU 8,.3,15.51,.75,.14,2.27,698.73,2.19,Entree
23.27,.09,663.14,86.62,Potatoes au Gratin,0,0,.43,6.89,1.42,.36,.08,168.98,3.93,142,.2,.1,14.2,.85,.62,13.49,.02,15.9,.01,2.56,MRE33,129.22,19.74,.28,347.9,.03,.02,2,.11,MENU 8,.31,3.49,.31,.04,.62,170.4,.45,Side
47.45,.03,70.2,27.56,"First Strike Bar>Regular>Apple-Cinnamon",0,,.66,8.97,15.72,.92,.16,278.85,1.93,65,.1,.09,1.95,,.02,10,.38,246.35,.51,2.15,MRE33,,21,.03,117.65,.01,.04,5.14,.14,MENU 8,.57,3.58,1.92,.03,30.88,39.8,2.84,"MRE 33>First Strike Bar"
45.05,.04,33.61,39.72,"First Strike Bar>Regular>Chocolate",0,,3.16,9.43,15.93,.57,.15,278.2,3.08,65,.15,.09,1.95,,1.89,5,.49,252.2,.41,2.34,MRE33,,40.04,.01,206.7,.01,.18,5.54,.15,MENU 8,.6,3.77,1.88,.02,24.44,40.8,3.39,"MRE 33>First Strike Bar"
46.25,.03,51.9,33.64,"Group Average - MRE 33>First Strike Bar",0,0,1.91,9.2,15.82,.75,.15,278.53,2.51,65,.13,.09,1.95,0,.95,7.5,.44,249.28,.46,2.24,MRE33,0,30.52,.02,162.18,.01,.11,5.34,.14,MENU 8,.59,3.67,1.9,.03,27.66,40.3,3.12,"MRE 33>First Strike Bar"
32.43,.17,369.36,172.71,"Snack Bread>Wheat",0,,1.98,6.21,.26,.05,.11,201.78,1.53,57,.08,.07,19.67,,.07,0,.25,58.14,.01,1.82,MRE33,148.2,18.87,.15,80.94,0,.11,2.6,.1,MENU 8,.2,4.73,1.57,0,.57,0,.43,"MRE 33>Snack Breads"
32.21,.19,363.09,193.8,"Snack Bread>White Whole Wheat",0,0,.8,5.77,.56,.04,.11,197.22,1.63,57,.08,.05,0,,0,0,.16,15.16,0,1.14,MRE33,1.8,.93,.15,12.78,0,.04,1.24,.09,MENU 8,.07,3.72,1.44,0,0,0,.08,"MRE 33>Snack Breads"
32.32,.18,366.23,183.26,"Group Average - MRE 33>Snack Breads",0,0,1.39,5.99,.41,.05,.11,199.5,1.58,57,.08,.06,9.83,0,.03,0,.2,36.65,0,1.48,MRE33,75,9.9,.15,46.86,0,.08,1.92,.09,MENU 8,.14,4.23,1.5,0,.29,0,.26,"MRE 33>Snack Breads"
3.48,.16,622.05,161.39,"Cheese Spread>Cheddar>Plain with Vitamin D",0,,.09,17.12,1.14,1.14,.01,168.65,9.36,42.75,.47,.02,6.76,,.09,45,.6,5.25,.02,.46,MRE33,278.1,6.41,.26,20.95,.6,0,.02,.26,MENU 8,.11,5.15,.8,.15,1.03,3010.8,.88,Spread
23.54,0,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,.08,94.08,0,24,0,.01,.72,,.03,0,0,1.44,0,.24,MRE33,48.24,.24,.06,60.96,0,0,.01,0,MENU 8,0,.02,0,0,.24,0,.01,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 8,,,,,,,,"MRE 33>Accessory Packet C"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 8,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet C"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 8,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet C"
0,,,,Sucralose,0,,,0,,,0,0,,1,,,,,,0,,,,,MRE33,,,,,,,,0,MENU 8,,0,,0,,,,"MRE 33>Accessory Packet C"
1.27,0,6.17,1.71,"Group Average - MRE 33>Accessory Packet C",0,0,.03,.5,.01,0,0,8.6,0,2.48,0,.01,.05,0,0,0,0,.12,0,.19,MRE33,5.46,6.46,0,57.46,0,0,.69,.01,MENU 8,.01,.12,.25,0,.01,0,.01,"MRE 33>Accessory Packet C"
152,0,2815.46,576.83,,0,4.75,7.21,57.5,21.21,2.49,0,1221.01,23.52,560.23,0,0,48.34,1.95,2.98,108.04,1.36,353.28,0,10.67,MRE33,738.43,121.39,0,1387.15,0,0,13.91,0,MENU 8,1.46,32.19,5.51,0,32.12,3920.23,6.92,Total
17.1,.03,714.29,32.76,Beef Stew,0,1.45,2.87,8.17,1.12,.39,.06,233.28,2.8,227,.14,.09,14.23,.27,2.17,52.4,.06,22.62,.04,2.27,MRE33,257.27,33.75,.3,518.32,.36,.16,6.22,.13,MENU 9,.33,25.05,.67,.17,2.27,1792.33,5.73,Entree
18.48,.04,6.66,42.17,Nut and Raisin Mix,0,,1.14,21.28,4.61,.26,.06,313.04,2.4,56,.12,.15,16.13,,.07,0,.08,47.26,.01,3.86,MRE33,183.12,82.88,0,352.24,0,.06,5.15,.33,MENU 9,.16,12.6,.02,0,.56,0,1.27,Snack
22.26,.01,403.2,8.6,"Pretzels>Sticks",0,,1.22,.39,.05,.02,.07,103.88,.1,28,.01,.04,1.43,,.03,0,.11,22.79,0,.96,MRE33,34.44,7.64,.17,50.12,0,.07,1.57,.01,MENU 9,.15,2.8,0,0,.28,0,.28,Snack
33.7,.02,271.32,18.81,"Snack Bread>Multigrain",0,0,1.71,1.84,.99,.05,.11,177.27,.47,57,.02,.07,14.82,.24,.01,.57,.24,51.36,0,1.65,MRE33,62.13,20.52,.11,81.51,0,.1,2.75,.03,MENU 9,.14,6.46,.1,0,.25,0,.53,Bread/Crax
10.8,.02,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,.04,266.05,4.42,42.5,.22,.1,2,.51,.05,0,.71,28.56,.74,2.5,MRE33,158.1,73.1,.09,282.2,.55,.04,5.48,.31,MENU 9,.08,9.59,.02,0,44.63,2749.8,1.35,Spread
17.28,0,2.4,2.33,"Group Average - MRE 33>Jam/Jelly",0,0,.05,.01,0,0,.06,68.51,0,28,0,.01,.06,0,0,0,0,0,.03,.25,MRE33,.32,.03,0,11.8,0,0,0,0,MENU 9,0,.08,0,0,1.8,0,0,"MRE 33>Jam/Jelly"
.04,0,22.6,.6,"Hot Sauce>Extra Hot 4x",0,,.06,.02,0,.01,0,0,,4,,,,,0,0,0,0,0,,MRE33,.68,.4,.01,4.12, ,0,.01,0,MENU 9,0,.03,,0,0,,0,Condiment
27.79,.04,78.75,36.05,"Cocoa Beverage Powder>Chocolate Hazelnut",0,,1.46,4.45,.16,.04,.09,154.7,1.18,35,.06,.1,1.05,,.21,0,.02,7.06,.01,2.45,MRE33,,20.48,.03,294,0,.08,.09,.07,MENU 9,.18,1.44,1.67,0,.35,0,.24,Beverage
2.75,.01,23.55,9.57,"Beverage Base>Sugar Free",0,0,.02,.02,.02,0,.01,11.3,0,3.2,0,0,.1,0,0,0,0,.19,0,.03,MRE33,4.7,.15,.01,64,0,0,0,0,MENU 9,0,.07,0,0,.04,0,.01,"MRE 33>Accessory Packet B"
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 9,,,,,,,,"MRE 33>Accessory Packet B"
2.37,.01,23.55,9.57,"Group Average - MRE 33>Accessory Packet B",0,0,.02,.02,.02,0,.01,11.3,0,3.2,0,0,.1,0,0,0,0,.19,0,.03,MRE33,4.7,.15,.01,64,0,0,0,0,MENU 9,0,.07,0,0,.04,0,.01,"MRE 33>Accessory Packet B"
149.82,0,1730.6,172.01,,0,1.45,9.31,56.58,10.89,2.59,0,1328.03,11.37,480.7,0,0,49.82,1.02,2.54,52.97,1.22,179.84,0,13.97,MRE33,700.76,238.95,0,1658.31,0,0,21.27,0,MENU 9,1.04,58.12,2.48,0,50.18,4542.13,9.41,Total
27.32,.06,782.39,56.9,Chili and Macaroni,0,1.63,2.12,13.92,1.56,.22,.09,303.42,5.47,227,.27,.13,31.25,.4,1.69,41.2,.11,52.74,.04,3.3,MRE33,173.73,40.78,.33,431.3,.15,.12,4.58,.21,MENU 10,.35,19.3,.92,.14,2.27,750.37,2.68,Entree
37.05,.04,206.13,36.59,"Group Average - MRE 33>Pound Cake",0,1.4,1.53,14.21,.95,.02,.12,287.17,3.33,70.83,.17,.06,4.65,6.45,.12,40.67,.14,27.21,.01,1.46,MRE33,61.22,8.29,.09,104.59,.17,.09,1.36,.22,MENU 10,.17,3.43,2.35,.14,.55,834.1,.29,"MRE 33>Pound Cake"
27.54,.22,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,.09,174.68,1.23,38.6,.06,.1,2.33,,.05,0,.37,62.32,.02,2.59,MRE33,44.15,10.47,.07,61.52,0,.12,2.81,.09,MENU 10,.37,3.41,1.73,0,1.04,11.1,.36,Bread/Crax
3.48,.16,622.05,161.39,"Cheese Spread>Cheddar>Plain with Vitamin D",0,,.09,17.12,1.14,1.14,.01,168.65,9.36,42.75,.47,.02,6.76,,.09,45,.6,5.25,.02,.46,MRE33,278.1,6.41,.26,20.95,.6,0,.02,.26,MENU 10,.11,5.15,.8,.15,1.03,3010.8,.88,Spread
56.33,0,12.05,1.55,"Group Average - MRE 33>Candy III",0,0,.12,2.86,.28,0,.19,249.38,2.34,61.5,.12,.02,1.85,0,.07,0,.01,3.69,.59,.62,MRE33,1.29,.62,.01,5.04,0,.01,.03,.04,MENU 10,.01,.28,.03,0,35.24,0,.02,"MRE 33>Candy III"
1.13,0,.6,2.97,"Red Pepper>Ground",0,,.16,.35,.1,.04,0,6.36,,2,,,.18,,0,0,.01,2.12,.03,,MRE33,5.87,3.04,0,40.28, ,.01,.17,.01,MENU 10,.02,.24,,0,1.59,,.05,Condiment
23.54,0,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,.08,94.08,0,24,0,.01,.72,,.03,0,0,1.44,0,.24,MRE33,48.24,.24,.06,60.96,0,0,.01,0,MENU 10,0,.02,0,0,.24,0,.01,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 10,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 10,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 10,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet A"
4,0,0,0,Sugar,0,,0,0,0,0,.01,15,,4,,,,,,0,0,0,0,,MRE33,0,0,0,0,,0,0,0,MENU 10,0,0,,0,0,,0,"MRE 33>Accessory Packet A"
2.27,0,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,.01,13.6,0,3.23,0,.01,.05,0,0,0,0,.06,0,.19,MRE33,2.73,3.23,0,28.73,0,0,.35,.01,MENU 10,0,.12,.25,0,.01,0,0,"MRE 33>Accessory Packet A"
178.66,0,1951.41,487.61,,0,3.03,6.21,54.72,4.68,1.78,0,1297.34,21.73,469.91,0,0,47.79,6.85,2.05,126.87,1.24,154.83,0,8.86,MRE33,615.33,73.08,0,753.37,0,0,9.33,0,MENU 10,1.03,31.95,6.08,0,41.97,4606.37,4.29,Total
39.12,.11,758.94,113.12,Vegetable Lasagna,0,2.53,2.54,4.84,1.75,.11,.13,236.08,1.32,227,.07,.25,25.05,0,.27,5.09,.13,47.52,.04,6.14,MRE33,171.84,54.86,.32,537.23,.11,.14,2.17,.07,MENU 11,.21,10.44,.09,.02,2.27,559.17,1.39,Entree
35.6,.02,149.56,15.05,"Group Average - MRE 33>Cookie",0,0,1.36,13.95,.11,.03,.12,276.86,4.14,57.67,.21,.05,1.67,1.11,.03,17.25,.11,11.74,0,1.21,MRE33,37.91,12.95,.06,84.85,0,.08,1,.21,MENU 11,.07,3.22,2.36,.06,.04,0,.27,"MRE 33>Cookie"
27.54,.22,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,.09,174.68,1.23,38.6,.06,.1,2.33,,.05,0,.37,62.32,.02,2.59,MRE33,44.15,10.47,.07,61.52,0,.12,2.81,.09,MENU 11,.37,3.41,1.73,0,1.04,11.1,.36,Bread/Crax
10.12,.02,183.18,19.64,"Peanut Butter>Chunky",0,0,.79,20.91,3.66,1.73,.03,266.9,4.46,42.5,.22,.14,1.74,,.05,0,.64,27.8,.67,3.5,MRE33,158.1,73.95,.08,279.23,.48,.04,6.46,.32,MENU 11,.07,9.84,.02,0,40.42,2380,1.33,Spread
49.9,0,103.95,3.84,"Licorice Bite Size>Cherry",0,,.23,1.7,.32,.01,.17,222.39,.77,63,.04,.03,12.29,,.19,0,.03,3.78,.01,.78,MRE33,19.34,5.71,.04,35.85,0,.01,.24,.03,MENU 11,.02,1.95,0,0,.63,0,.17,"MRE 33>Candy I"
30.56,.04,104,44.4,"Toffee>Chocolate Flavored>Cube",0,4.36,2.16,3.08,.06,.01,.1,157.2,1.81,40,.09,.07,1.88,,.16,2.7,.02,2.4,.01,1.86,MRE33,56.4,20.72,.04,107.2,.01,.12,.12,.05,MENU 11,.07,2,.06,.01,.4,51.6,.48,"MRE 33>Candy I"
23.16,.01,16.58,12.68,"Toffee>Chocolate Flavored>Roll",0,,.38,2.63,.36,.01,.08,116.76,.55,28,.03,.02,.84,,.03,0,.01,1.68,0,.45,MRE33,19.57,6.22,.01,38.92,0,.02,.04,.04,MENU 11,.03,.32,.76,0,.28,0,.09,"MRE 33>Candy I"
34.54,.02,74.84,20.31,"Group Average - MRE 33>Candy I",0,4.36,.92,2.47,.25,.01,.12,165.45,1.04,43.67,.05,.04,5,0,.13,.9,.02,2.62,.01,1.03,MRE33,31.77,10.88,.03,60.66,0,.05,.13,.04,MENU 11,.04,1.42,.27,0,.44,17.2,.25,"MRE 33>Candy I"
.04,0,22.6,.6,"Hot Sauce>Extra Hot 4x",0,,.06,.02,0,.01,0,0,,4,,,,,0,0,0,0,0,,MRE33,.68,.4,.01,4.12, ,0,.01,0,MENU 11,0,.03,,0,0,,0,Condiment
23.38,.02,3.16,19.07,"Coffee>Cappuccino>French Vanilla",0,,.06,2.88,.14,.01,.08,122.92,.71,28,.04,.03,.84,,.09,0,.01,1.79,0,.85,MRE33,10.39,3.02,0,82.04,0,0,.31,.04,MENU 11,.21,.95,1.29,0,.28,0,.03,Beverage
35.58,.01,15.23,6.37,"Fruits>Wet Pack>Applesauce>Carbohydrate Enhanced",0,4.59,.16,.13,.58,.06,.12,143.36,.01,128,0,.06,3.84,0,.15,0,.04,7.68,4.07,1.56,MRE33,10.14,4.01,.01,84.61,0,.01,.08,0,MENU 11,.03,.26,.01,0,244.48,0,.07,"MRE 33>Wet Pack Fruit"
28.29,.01,6.4,5.52,"Fruits>Wet Pack>Applesauce>Mango Peach",0,.72,.16,.13,.67,.11,.09,115.33,.02,128,0,.06,3.84,0,.15,0,.03,10.88,4.07,1.54,MRE33,6.98,5.36,0,110.59,.12,.01,.24,0,MENU 11,.05,.38,.01,0,244.48,591,.07,"MRE 33>Wet Pack Fruit"
26.62,0,6.4,3.99,"Fruits>Wet Pack>Applesauce>Raspberry",0,3.7,.35,.13,.35,.02,.09,109.95,.01,128,0,.05,3.84,.06,.15,.45,.01,7.68,4.1,1.28,MRE33,7.44,3.57,0,81.92,0,.02,.1,0,MENU 11,.03,.77,.01,0,245.76,0,.17,"MRE 33>Wet Pack Fruit"
21.59,0,58.07,.05,"Fruits>Wet Pack>Mixed Fruit",0,,.21,0,0,0,.07,86.16,0,128,0,.08,.04,,0,0,0,0,1.6,1.93,MRE33,14.27,0,.02,104.1,,.01,.2,0,MENU 11,0,0,0,0,96.07,,0,"MRE 33>Wet Pack Fruit"
26.11,0,11.75,4.68,"Fruits>Wet Pack>Pears",0,.09,.55,.13,.58,.01,.09,107.78,.01,128,0,.08,3.84,,.15,0,.01,7.68,1.31,1.88,MRE33,8.23,4.67,0,70.02,0,.03,.04,0,MENU 11,.03,.77,.01,0,78.46,0,.1,"MRE 33>Wet Pack Fruit"
28.25,0,13.43,4.12,"Group Average - MRE 33>Wet Pack Fruit",0,1.5,.24,.1,.54,.05,.09,115.59,.01,128,0,.07,3.84,.03,.15,.09,.02,8.48,3.14,1.64,MRE33,8.2,3.52,.01,86.78,.03,.01,.09,0,MENU 11,.03,.44,.01,0,188.4,147.75,.08,"MRE 33>Wet Pack Fruit"
2.75,.01,23.55,9.57,"Beverage Base>Sugar Free",0,0,.02,.02,.02,0,.01,11.3,0,3.2,0,0,.1,0,0,0,0,.19,0,.03,MRE33,4.7,.15,.01,64,0,0,0,0,MENU 11,0,.07,0,0,.04,0,.01,"MRE 33>Accessory Packet B"
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 11,,,,,,,,"MRE 33>Accessory Packet B"
2.37,.01,23.55,9.57,"Group Average - MRE 33>Accessory Packet B",0,0,.02,.02,.02,0,.01,11.3,0,3.2,0,0,.1,0,0,0,0,.19,0,.03,MRE33,4.7,.15,.01,64,0,0,0,0,MENU 11,0,.07,0,0,.04,0,.01,"MRE 33>Accessory Packet B"
