CARBOHYDRATES_G,CALCIUM_DV,SODIUM_MG,CALCIUM_MG,ITEM,SUGARS_G,VITAMINK_MCG,IRON_MG,TOTALFAT_G,VITAMINE_MG,VITAMINB6_MG,CARBOHYDRATES_DV,CALORIES,SATURATEDFAT_G,WEIGHT,SATURATEDFAT_DV,DIETARYFIBER_DV,SELENIUM_MCG,IODINE_MCG,VITAMINB12_MCG,CHOLESTEROL_MG,THIAMIN_MG,FOLICACID_MCG,VITAMINC_DV,DIETARYFIBER_G,RATION,PHOSPHOROUS_MG,MAGNESIUM_MG,SODIUM_DV,POTASSIUM_MG,VITAMINA_DV,IRON_DV,NIACIN_MG,TOTALFAT_DV,MENU,RIBOFLAVIN_MG,PROTEIN_G,TRANSFAT_G,CHOLESTEROL_DV,VITAMINC_MG,VITAMINA_IU,ZINC_MG,ITEMTYPE
33,0,10,0,"Beverage Base>Carbohydrate Fortified>Formulation D",0,,,0,0,0,.11,130,,34,,,,,0,0,0,0,.75,,MRE33,,0,0,, ,,0,0,MENU 1,0,0,,0,45,,0,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 1,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 1,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 1,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet A"
4,0,0,0,Sugar,0,,0,0,0,0,.01,15,,4,,,,,,0,0,0,0,,MRE33,0,0,0,0,,0,0,0,MENU 1,0,0,,0,0,,0,"MRE 33>Accessory Packet A"
2.27,0,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,.01,13.6,0,3.23,0,.01,.05,0,0,0,0,.06,0,.19,MRE33,2.73,3.23,0,28.73,0,0,.35,.01,MENU 1,0,.12,.25,0,.01,0,0,"MRE 33>Accessory Packet A"
164.24,0,2106.95,538.09,,0,3.77,8.93,53.87,5.16,1.58,0,1251.5,19.06,461.58,0,0,40.79,11.43,2.65,96.2,1.37,176.55,0,12.64,MRE33,683.92,111.5,0,1068.04,0,0,9.87,0,MENU 1,1.16,35.92,6.47,0,55.53,4413.13,5.61,Total
13.62,.04,873.19,37.61,Chicken Fajita,0,1.25,1.43,4.16,1.43,.51,.05,182.13,1.22,227,.06,.09,16.65,.26,.38,57.34,.05,24.89,.1,2.32,MRE33,304.94,35.87,.36,443.41,.11,.08,10.58,.06,MENU 2,.27,22.7,.05,.19,6.05,529.5,.92,Entree
26.08,.06,564.69,55.24,Refried Beans,0,.35,2.29,3.55,.33,.14,.09,168.03,1.08,142,.05,.3,12.16,.3,.19,3.73,.04,31.62,.02,7.55,MRE33,166.14,62.01,.24,483.27,.01,.13,.58,.05,MENU 2,.09,7.85,.29,.01,1.42,38.33,1.03,Side
46.67,.03,119.85,29.33,Fudge Brownie with Chocolate Drops,0,,4.6,18.7,1.24,.03,.16,374.85,5.3,85,.27,.12,7.48,,.11,41.03,.09,21.59,.01,2.98,MRE33,107.1,55.25,.05,197.2,0,.26,.87,.29,MENU 2,.18,4.93,4.22,.14,.85,0,.88,Snack
,,,,"Nuts>Almonds>BBQ",0,,,,,,,,,,,,,,,,,,,,MRE33,,,,,,,,,MENU 2,,,,,,,,"MRE 33>Nuts"
3.33,.06,14.86,58.33,"Nuts>Almonds>Smoked",0,0,.66,10.47,4.16,.01,.01,120.46,.86,19,.04,.07,.57,.38,.02,0,.02,5.8,0,1.71,MRE33,97.66,52.82,.01,120.65,0,.04,.56,.16,MENU 2,.24,4.85,.01,0,.19,0,.55,"MRE 33>Nuts"
6.25,.01,24.7,8.08,"Nuts>Cashews>Jalapeno",0,,1.03,7.71,.16,.06,.02,113.43,1.67,19,.08,.06,1.5,,.02,0,.06,9.01,0,1.45,MRE33,91.77,45.79,.01,115.9,0,.06,.23,.12,MENU 2,.06,3.8,.02,0,.19,0,.89,"MRE 33>Nuts"
6.41,.02,101.64,17.14,"Nuts>Peanuts>Dry Roasted",0,,.5,13.94,1.17,.15,.02,171.08,1.6,28,.08,.1,15.79,5.32,.03,0,.04,16.3,0,2.56,MRE33,114.8,57.4,.04,173.04,0,.03,4.28,.21,MENU 2,.04,7.2,0,0,.28,0,.73,"MRE 33>Nuts"
5.33,.03,47.07,27.85,"Group Average - MRE 33>Nuts",0,0,.73,10.71,1.83,.07,.02,134.99,1.38,22,.07,.08,5.95,.38,.03,0,.04,10.37,0,1.91,MRE33,101.41,52,.02,136.53,0,.04,1.69,.16,MENU 2,.11,5.28,.01,0,.22,0,.72,"MRE 33>Nuts"
33.05,.06,431.52,56.23,Tortillas,0,,2.06,8.06,.52,.02,.11,222.58,2.22,62,.11,.04,9.92,2.5,.11,0,.24,60.7,.01,1.05,MRE33,155,12.15,.18,93.62,0,.11,2.93,.12,MENU 2,.2,4.9,2.16,0,.62,0,.31,Bread/Crax
4.41,.16,607.05,160.77,"Cheese Spread>Cheddar with Jalapeno Peppers and Vitamin D",0,0,.09,16.61,1.24,.79,.01,160.51,8.48,42.75,.42,.01,6.37,0,.1,45,.67,4.07,0,.37,MRE33,268.28,6.54,.25,29.6,.62,.01,.04,.26,MENU 2,.12,5.22,.74,.15,.22,3101.85,.89,Spread
0,0,0,0,"Seasoning Blend>Salt Free with Herbs and Citrus",0,0,0,0,0,0,0,0,,.6,,,0,0,0,0,0,0,0,,MRE33,0,0,0,10, ,0,0,0,MENU 2,0,0,,0,0,,0,Condiment
23.46,.02,39.2,22.57,"Coffee>Cappuccino>Irish Cream",0,,.12,2.69,.17,.02,.08,121.52,.66,28,.03,.01,1.04,,.09,0,.01,1.68,0,.28,MRE33,71.68,5.96,.02,179.2,0,.01,.4,.04,MENU 2,.21,1.06,1.17,0,.28,0,.14,Beverage
2.75,.01,23.55,9.57,"Beverage Base>Sugar Free",0,0,.02,.02,.02,0,.01,11.3,0,3.2,0,0,.1,0,0,0,0,.19,0,.03,MRE33,4.7,.15,.01,64,0,0,0,0,MENU 2,0,.07,0,0,.04,0,.01,"MRE 33>Accessory Packet B"
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 2,,,,,,,,"MRE 33>Accessory Packet B"
2.37,.01,23.55,9.57,"Group Average - MRE 33>Accessory Packet B",0,0,.02,.02,.02,0,.01,11.3,0,3.2,0,0,.1,0,0,0,0,.19,0,.03,MRE33,4.7,.15,.01,64,0,0,0,0,MENU 2,0,.07,0,0,.04,0,.01,"MRE 33>Accessory Packet B"
154.99,0,2706.12,399.17,,0,1.6,11.34,64.5,6.78,1.58,0,1375.91,20.34,612.55,0,0,59.67,3.44,1.01,147.1,1.14,155.11,0,16.49,MRE33,1179.25,229.93,0,1636.83,0,0,17.09,0,MENU 2,1.18,52.01,8.64,0,9.7,3669.68,4.9,Total
15.28,.03,702.19,31.17,"Chicken>Noodles and Vegetables in Sauce",0,.67,1.84,7.64,.66,.38,.05,236.61,2.24,227,.11,.11,38.89,.91,.53,79.45,.07,41.16,.04,2.75,MRE33,251.14,35.41,.29,337.47,.28,.1,9.04,.12,MENU 3,.38,27.62,.05,.26,2.35,1380.93,1.97,Entree
23.46,.09,15.84,86.96,Nut and Raisin Mix with Pan Coated Chocolate Disks,0,,1.45,24.68,3.65,.3,.08,369.27,4.19,66,.21,.37,11.32,,.11,0,.09,70.72,.01,9.37,MRE33,,97.68,.01,405.57,0,.08,5.63,.38,MENU 3,.18,13.17,.07,0,.66,0,1.46,Snack
32.43,.17,369.36,172.71,"Snack Bread>Wheat",0,,1.98,6.21,.26,.05,.11,201.78,1.53,57,.08,.07,19.67,,.07,0,.25,58.14,.01,1.82,MRE33,148.2,18.87,.15,80.94,0,.11,2.6,.1,MENU 3,.2,4.73,1.57,0,.57,0,.43,"MRE 33>Snack Breads"
32.21,.19,363.09,193.8,"Snack Bread>White Whole Wheat",0,0,.8,5.77,.56,.04,.11,197.22,1.63,57,.08,.05,0,,0,0,.16,15.16,0,1.14,MRE33,1.8,.93,.15,12.78,0,.04,1.24,.09,MENU 3,.07,3.72,1.44,0,0,0,.08,"MRE 33>Snack Breads"
32.32,.18,366.23,183.26,"Group Average - MRE 33>Snack Breads",0,0,1.39,5.99,.41,.05,.11,199.5,1.58,57,.08,.06,9.83,0,.03,0,.2,36.65,0,1.48,MRE33,75,9.9,.15,46.86,0,.08,1.92,.09,MENU 3,.14,4.23,1.5,0,.29,0,.26,"MRE 33>Snack Breads"
17.28,0,2.4,2.33,"Group Average - MRE 33>Jam/Jelly",0,0,.05,.01,0,0,.06,68.51,0,28,0,.01,.06,0,0,0,0,0,.03,.25,MRE33,.32,.03,0,11.8,0,0,0,0,MENU 3,0,.08,0,0,1.8,0,0,"MRE 33>Jam/Jelly"
10.8,.02,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,.04,266.05,4.42,42.5,.22,.1,2,.51,.05,0,.71,28.56,.74,2.5,MRE33,158.1,73.1,.09,282.2,.55,.04,5.48,.31,MENU 3,.08,9.59,.02,0,44.63,2749.8,1.35,Spread
.04,0,22.6,.6,"Hot Sauce>Extra Hot 4x",0,,.06,.02,0,.01,0,0,,4,,,,,0,0,0,0,0,,MRE33,.68,.4,.01,4.12, ,0,.01,0,MENU 3,0,.03,,0,0,,0,Condiment
33,0,10,0,"Beverage Base>Carbohydrate Fortified>Formulation D",0,,,0,0,0,.11,130,,34,,,,,0,0,0,0,.75,,MRE33,,0,0,, ,,0,0,MENU 3,0,0,,0,45,,0,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 3,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 3,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 3,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet A"
4,0,0,0,Sugar,0,,0,0,0,0,.01,15,,4,,,,,,0,0,0,0,,MRE33,0,0,0,0,,0,0,0,MENU 3,0,0,,0,0,,0,"MRE 33>Accessory Packet A"
2.27,0,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,.01,13.6,0,3.23,0,.01,.05,0,0,0,0,.06,0,.19,MRE33,2.73,3.23,0,28.73,0,0,.35,.01,MENU 3,0,.12,.25,0,.01,0,0,"MRE 33>Accessory Packet A"
134.45,0,1331.21,326.58,,0,.67,5.59,59.24,8.66,2.56,0,1283.54,12.43,461.73,0,0,62.15,1.42,.72,79.45,1.07,177.15,0,16.54,MRE33,487.97,219.75,0,1116.75,0,0,22.43,0,MENU 3,.78,54.84,1.89,0,94.74,4130.73,5.04,Total
20.05,.03,927.67,33.22,Pork Sausage in Cream Gravy,0,0,.95,16.8,1.1,.14,.07,273.16,6.53,227,.33,.08,14.83,.34,.36,53.57,.06,15.89,.13,1.92,MRE33,110.55,19.33,.39,219.96,.09,.05,2.55,.26,MENU 4,.17,11.68,.8,.18,7.57,445.67,.93,Entree
38.02,.13,56.26,129.39,Granola with Milk and Bananas,0,,1.03,8.61,.34,.22,.13,256.5,3.84,57,.19,.16,13.45,.19,.49,10.26,.12,13.51,.03,3.95,MRE33,217.74,57,.02,343.14,.07,.06,.67,.13,MENU 4,.29,7.58,.14,.03,1.88,338.9,1.08,"MRE 33>Granola with Fruit"
37.45,.14,50.96,136.8,Granola with Milk and Blueberries,0,,1.16,8.61,.62,.12,.12,255.93,3.81,57,.19,.15,14.54,13.4,.55,9.46,.14,18.92,.07,3.85,MRE33,225.72,50.84,.02,338.01,.04,.06,.6,.13,MENU 4,.38,7.87,.15,.03,4.22,216,1.33,"MRE 33>Granola with Fruit"
37.73,.13,53.61,133.1,"Group Average - MRE 33>Granola with Fruit",0,0,1.09,8.61,.48,.17,.13,256.22,3.83,57,.19,.16,13.99,6.79,.52,9.86,.13,16.22,.05,3.9,MRE33,221.73,53.92,.02,340.58,.06,.06,.64,.13,MENU 4,.33,7.72,.14,.03,3.05,277.45,1.2,"MRE 33>Granola with Fruit"
35.75,.02,202.43,16.79,"Group Average - MRE 33>Toaster Pastry",0,0,2.09,6.12,1.18,.39,.12,206.31,1.89,51.5,.09,.04,2.83,0,.08,0,.16,29.78,.01,.92,MRE33,55.78,9.46,.08,79.71,.12,.12,2.65,.09,MENU 4,.29,2.6,.35,0,.52,594.65,.29,"MRE 33>Toaster Pastry"
27.54,.22,169.99,222.94,"Crackers>Plain",0,,2.12,5.74,.53,.36,.09,174.68,1.23,38.6,.06,.1,2.33,,.05,0,.37,62.32,.02,2.59,MRE33,44.15,10.47,.07,61.52,0,.12,2.81,.09,MENU 4,.37,3.41,1.73,0,1.04,11.1,.36,Bread/Crax
3.48,.16,622.05,161.39,"Cheese Spread>Cheddar>Plain with Vitamin D",0,,.09,17.12,1.14,1.14,.01,168.65,9.36,42.75,.47,.02,6.76,,.09,45,.6,5.25,.02,.46,MRE33,278.1,6.41,.26,20.95,.6,0,.02,.26,MENU 4,.11,5.15,.8,.15,1.03,3010.8,.88,Spread
33,0,10,0,"Beverage Base>Carbohydrate Fortified>Formulation D",0,,,0,0,0,.11,130,,34,,,,,0,0,0,0,.75,,MRE33,,0,0,, ,,0,0,MENU 4,0,0,,0,45,,0,Beverage
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 4,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 4,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 4,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet A"
4,0,0,0,Sugar,0,,0,0,0,0,.01,15,,4,,,,,,0,0,0,0,,MRE33,0,0,0,0,,0,0,0,MENU 4,0,0,,0,0,,0,"MRE 33>Accessory Packet A"
2.27,0,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,.01,13.6,0,3.23,0,.01,.05,0,0,0,0,.06,0,.19,MRE33,2.73,3.23,0,28.73,0,0,.35,.01,MENU 4,0,.12,.25,0,.01,0,0,"MRE 33>Accessory Packet A"
159.82,0,1989.87,568.58,,0,0,6.36,54.89,4.43,2.2,0,1222.62,22.84,454.08,0,0,40.79,7.13,1.1,108.43,1.32,129.52,0,9.98,MRE33,713.04,102.82,0,751.45,0,0,9.02,0,MENU 4,1.27,30.68,4.07,0,58.22,4339.67,3.66,Total
8.47,.2,928.43,196.66,Chicken with Tomatoes and Feta Cheese,0,0,.9,7.64,1.5,.48,.03,205.96,3.31,227,.17,.12,21.04,.37,.64,103.06,.05,31.7,.17,3.09,MRE33,367.74,40.71,.39,473.67,.08,.05,10.91,.12,MENU 5,.36,28.75,.21,.34,9.99,378.33,2.31,Entree
47.45,.03,70.2,27.56,"First Strike Bar>Regular>Apple-Cinnamon",0,,.66,8.97,15.72,.92,.16,278.85,1.93,65,.1,.09,1.95,,.02,10,.38,246.35,.51,2.15,MRE33,,21,.03,117.65,.01,.04,5.14,.14,MENU 5,.57,3.58,1.92,.03,30.88,39.8,2.84,"MRE 33>First Strike Bar"
45.05,.04,33.61,39.72,"First Strike Bar>Regular>Chocolate",0,,3.16,9.43,15.93,.57,.15,278.2,3.08,65,.15,.09,1.95,,1.89,5,.49,252.2,.41,2.34,MRE33,,40.04,.01,206.7,.01,.18,5.54,.15,MENU 5,.6,3.77,1.88,.02,24.44,40.8,3.39,"MRE 33>First Strike Bar"
46.25,.03,51.9,33.64,"Group Average - MRE 33>First Strike Bar",0,0,1.91,9.2,15.82,.75,.15,278.53,2.51,65,.13,.09,1.95,0,.95,7.5,.44,249.28,.46,2.24,MRE33,0,30.52,.02,162.18,.01,.11,5.34,.14,MENU 5,.59,3.67,1.9,.03,27.66,40.3,3.12,"MRE 33>First Strike Bar"
26.9,.85,245.29,848.71,"Crackers>Vegetable",0,,1.76,5,.57,.35,.09,165.64,1.05,37.93,.05,.06,3.29,,.09,0,.26,51.38,.01,1.56,MRE33,41.58,48.78,.1,77,.04,.1,2.52,.08,MENU 5,.36,3.47,1.63,0,.32,194,.35,Bread/Crax
3.48,.16,622.05,161.39,"Cheese Spread>Cheddar>Plain with Vitamin D",0,,.09,17.12,1.14,1.14,.01,168.65,9.36,42.75,.47,.02,6.76,,.09,45,.6,5.25,.02,.46,MRE33,278.1,6.41,.26,20.95,.6,0,.02,.26,MENU 5,.11,5.15,.8,.15,1.03,3010.8,.88,Spread
31.4,.05,29.15,49.8,"Pan Coated Chocolate Disks>Peanut",0,1.53,.7,13,1.06,.11,.1,257.5,5.2,50,.26,.08,2.5,,.17,4.72,.04,13.9,.01,1.97,MRE33,96,39,.01,157,0,.04,1.82,.2,MENU 5,.16,4.5,.24,.02,.5,0,.69,"MRE 33>Candy II"
35.06,.06,30.56,60.35,"Pan Coated Chocolate Disks>Plain",0,,.91,9.1,.24,.02,.12,231.36,5.51,47.9,.28,.05,1.63,,.21,5,.03,3.21,.01,1.3,MRE33,77.12,27.73,.01,145.14,0,.05,.15,.14,MENU 5,.16,2.44,.07,.02,.48,20.9,.54,"MRE 33>Candy II"
25.93,.02,63.64,21.84,"Pan Coated Disks>Peanut Butter",0,2.6,.36,11.27,.2,.1,.09,216.29,8.39,43,.42,.05,1.68,,.06,0,.03,15.05,.01,1.33,MRE33,89.01,38.31,.03,159.96,0,.02,3.09,.17,MENU 5,.02,5.38,.09,0,.43,0,.61,"MRE 33>Candy II"
30.8,.04,41.12,44,"Group Average - MRE 33>Candy II",0,0,.65,11.12,.5,.08,.1,235.05,6.36,46.97,.32,.06,1.94,0,.15,3.33,.03,10.72,.01,1.53,MRE33,87.38,35.02,.02,154.03,0,.04,1.69,.17,MENU 5,.11,4.1,.13,.01,.47,6.97,.61,"MRE 33>Candy II"
23.54,0,154.08,4.13,"Beverage Powder>Carbohydrate Electrolyte",0,,.05,.02,.12,0,.08,94.08,0,24,0,.01,.72,,.03,0,0,1.44,0,.24,MRE33,48.24,.24,.06,60.96,0,0,.01,0,MENU 5,0,.02,0,0,.24,0,.01,Beverage
46.98,.01,21,7.9,"Dried Fruit>Cranberries",0,3.8,.15,.45,.78,.01,.16,191.52,.03,56,0,.1,1.68,,.07,0,.01,3.36,.01,2.55,MRE33,4.08,3.16,.01,31.42,0,.01,.07,.01,MENU 5,.01,.34,0,0,.56,0,.06,"MRE 33>Dried Fruit"
34.31,.02,9.85,17.24,"Dried Fruit>Raisins",0,.68,.52,.39,.16,.04,.11,144.91,.19,43,.01,.06,1.29,,.05,0,.03,2.58,.01,1.57,MRE33,27.91,9.33,0,252.41,0,.03,.22,.01,MENU 5,.01,1.33,0,0,.43,0,.26,"MRE 33>Dried Fruit"
40.65,.01,15.42,12.57,"Group Average - MRE 33>Dried Fruit",0,2.24,.33,.42,.47,.02,.14,168.22,.11,49.5,.01,.08,1.49,0,.06,0,.02,2.97,.01,2.06,MRE33,15.99,6.25,.01,141.91,0,.02,.15,.01,MENU 5,.01,.83,0,0,.5,0,.16,"MRE 33>Dried Fruit"
2,,,,"Chewing Gum>Xylitol",0,,,,,,.01,,,3.2,,,,,,,,,,,MRE33,,,,,,,,,MENU 5,,,,,,,,"MRE 33>Accessory Packet A"
1.09,0,2.35,3.42,"Coffee>Soluble>Freeze Dried",0,,.05,.01,.01,0,0,5.8,0,1.7,0,.02,.05,,0,0,0,.12,0,.38,MRE33,5.46,6.46,0,57.46,0,0,.69,0,MENU 5,.01,.36,0,0,.02,0,.01,"MRE 33>Accessory Packet A"
2.08,0,8.5,.5,"Creamer>Non-Dairy>Dry",0,,.02,1.46,0,0,.01,21,0,4,0,0,,,0,0,0,0,0,0,MRE33,18,0,0,41,0,0,0,.02,MENU 5,0,.1,.5,0,0,0,0,"MRE 33>Accessory Packet A"
4,0,0,0,Sugar,0,,0,0,0,0,.01,15,,4,,,,,,0,0,0,0,,MRE33,0,0,0,0,,0,0,0,MENU 5,0,0,,0,0,,0,"MRE 33>Accessory Packet A"
2.27,0,4.12,1.14,"Group Average - MRE 33>Accessory Packet A",0,0,.02,.5,0,0,.01,13.6,0,3.23,0,.01,.05,0,0,0,0,.06,0,.19,MRE33,2.73,3.23,0,28.73,0,0,.35,.01,MENU 5,0,.12,.25,0,.01,0,0,"MRE 33>Accessory Packet A"
182.36,0,2062.41,1302.24,,0,2.24,5.71,51.02,20.12,2.82,0,1329.73,22.7,496.38,0,0,37.24,.37,2.01,158.89,1.4,352.8,0,11.37,MRE33,841.76,171.16,0,1119.43,0,0,20.99,0,MENU 5,1.54,46.11,4.92,0,40.22,3630.4,7.44,Total
9.65,.02,776.34,23.61,Beef Taco Filling,0,36.09,2.27,14.51,6.83,.22,.03,251.97,4.54,227,.23,.05,0,,2.23,53.57,.06,16.66,0,1.36,MRE33,133.93,21.34,.32,317.8,.12,.13,4.04,.22,MENU 6,0,20.52,.66,.18,0,583.4,4.09,Entree
32.04,.07,345.6,67.44,"Group Average - MRE 33>Filled Crackers",0,0,.47,10.13,1.06,.06,.11,232.56,4.48,48,.22,.03,4.34,0,.17,0,.04,8.88,.01,.72,MRE33,138.24,14.35,.14,148.8,.01,.03,.56,.16,MENU 6,.16,3.54,.04,0,.48,34.3,.26,"MRE 33>Filled Crackers"
33.05,.06,431.52,56.23,Tortillas,0,,2.06,8.06,.52,.02,.11,222.58,2.22,62,.11,.04,9.92,2.5,.11,0,.24,60.7,.01,1.05,MRE33,155,12.15,.18,93.62,0,.11,2.93,.12,MENU 6,.2,4.9,2.16,0,.62,0,.31,Bread/Crax
10.8,.02,207.83,21.12,"Peanut Butter>Smooth",0,0,.78,20.4,3.94,1.82,.04,266.05,4.42,42.5,.22,.1,2,.51,.05,0,.71,28.56,.74,2.5,MRE33,158.1,73.1,.09,282.2,.55,.04,5.48,.31,MENU 6,.08,9.59,.02,0,44.63,2749.8,1.35,Spread
17.28,0,2.4,2.33,"Group Average - MRE 33>Jam/Jelly",0,0,.05,.01,0,0,.06,68.51,0,28,0,.01,.06,0,0,0,0,0,.03,.25,MRE33,.32,.03,0,11.8,0,0,0,0,MENU 6,0,.08,0,0,1.8,0,0,"MRE 33>Jam/Jelly"
11.94,.01,207.52,5.76,Barbecue Sauce,0,0,.12,.06,.44,.03,.04,49.33,.01,28.35,0,.01,.85,,.03,0,0,1.7,0,.29,MRE33,7.4,3.8,.09,71.44,.03,.01,.29,0,MENU 6,.02,.38,0,0,.28,165.8,.06,Condiment
